Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004]
Bangladesh,BGD,National immunization coverage,5.13.01.01.who,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,Maternal health,5.51.01.06.matern,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,..
Russian Federation,RUS,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
Europe & Central Asia (excluding high income),ECA,Government finance accounting,3.02.01.02.fscov,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Income poverty,5.51.01.01.poverty,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333
Morocco,MAR,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,60,60,80,80,90,80,80,80,80,80,90,100,90,80,80,70,70
Romania,ROU,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Mongolia,MNG,National immunization coverage,5.13.01.01.who,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,Overall Average,IQ.SCI.OVRL,57.7777666666667,54.4444333333333,57.7777666666667,60.0000333333333,57.7777666666667,51.1111,46.6666666666667,47.7777777777778,43.3333333333333,40,33.3333333333333,32.2222222222222,25.5555555555556,22.2222222222222,23.3333333333333,23.3333333333333,16.6666666666667
Algeria,DZA,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pakistan,PAK,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Niger,NER,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1
Jamaica,JAM,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Primary completion,5.51.01.08.primcomp,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0,0,0,0,0,0
South Sudan,SSD,Access to water,5.51.01.09.water,1,1,1,1,1,1,0.5,0.5,..,..,..,..,..,..,..,..,..
IDA total,IDA,National immunization coverage,5.13.01.01.who,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,Maternal health,5.51.01.06.matern,0.66667,0.66667,0.66667,0.33333,0.66667,1,1,0.66667,0.66667,0.66667,1,1,1,1,0.66667,0.33333,..
Belize,BLZ,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
"Congo, Rep.",COG,Industrial production index,5.01.01.01.indust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Madagascar,MDG,Gender equality,5.51.01.07.gender,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,0.66667,0.66667,0.33333,0.33333,0,0,0
Latin America & Caribbean (excluding high income),LAC,Primary completion,5.51.01.08.primcomp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,HIV/AIDS,5.51.01.05.hiv,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,TGO,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sudan,SDN,UNESCO reporting,5.12.01.01.unesco,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
Syrian Arab Republic,SYR,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
Cameroon,CMR,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,90.0001,90.0001,90.0001,90.0001,86.6667,86.6667,90,90,90,93.33333,90,90,90,80,80,80,83.33333
Belize,BLZ,Income poverty,5.51.01.01.poverty,0,0,0,0,0,0,0,0,0.33333,0.66667,1,1,1,1,1,1,..
Zimbabwe,ZWE,Consumer price index base year,2.01.03.01.prcpbase,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Bangladesh,BGD,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,MEX,Primary completion,5.51.01.08.primcomp,1,1,1,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,0.66667
Guyana,GUY,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Chile,CHL,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,100,90,90,80,90,90,90,90,90,90,90,80,80,90,80,80,80
Iraq,IRQ,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Trinidad and Tobago,TTO,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
North Macedonia,MKD,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tanzania,TZA,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed. Sts.",FSM,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,60,50,50,30,30,20,20,20,20,20,20,20,20,20,20,20,..
Kiribati,KIR,National immunization coverage,5.13.01.01.who,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Sierra Leone,SLE,Health survey,5.13.01.01.hlthsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lao PDR,LAO,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),ECA,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,81.2280789473684,80.8772052631579,83.1579157894737,83.1579105263158,80.1754526315789,77.8947578947368,80.0175438596491,80.3508771929825,85.9259248148148,87.0370377777778,85.5551857407407,84.9996285185185,83.3329627777778,82.0366672222222,82.0368516666667,80.5551846296296,76.1111109259259
China,CHN,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,ETH,Health survey,5.13.01.01.hlthsurv,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burundi,BDI,Health survey,5.13.01.01.hlthsurv,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,GIN,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,SWZ,National immunization coverage,5.13.01.01.who,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,PHL,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1
Syrian Arab Republic,SYR,Child malnutrition,5.51.01.02.malnut,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,0.66667,1,1,1,1,1
Timor-Leste,TLS,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,..
Mauritius,MUS,Gender equality,5.51.01.07.gender,1,1,1,1,1,0.66667,1,0,0,0,0,0,0,0,0,0,0.33333
"Iran, Islamic Rep.",IRN,Health survey,5.13.01.01.hlthsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Belize,BLZ,Gender equality,5.51.01.07.gender,1,1,1,1,1,1,1,0,0,0,0,0.33333,0.33333,0.66667,0.66667,1,..
Kenya,KEN,Government finance accounting,3.02.01.02.fscov,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,69.9999,73.3333,66.6665,69.9999,53.3332,56.6665,50,60,63.33333,70,70,80,80,76.66667,76.66667,80,..
Middle East & North Africa (excluding high income),MNA,Poverty survey,5.14.01.01.povsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Seychelles,SYC,Industrial production index,5.01.01.01.indust,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,..
Costa Rica,CRI,Special Data Dissemination Standard,5.21.01.01.sdds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jordan,JOR,Import and export price indexes,5.04.01.02.impexp,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
South Asia,SAS,National immunization coverage,5.13.01.01.who,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Russian Federation,RUS,Industrial production index,5.01.01.01.indust,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Botswana,BWA,UNESCO reporting,5.12.01.01.unesco,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1
Uruguay,URY,HIV/AIDS,5.51.01.05.hiv,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,National immunization coverage,5.13.01.01.who,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
St. Vincent and the Grenadines,VCT,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,70,70,70,70,70,66.6667,66.6666666666667,60,60,60,63.33333,63.33333,63.33333,66.66667,66.66667,60,..
Equatorial Guinea,GNQ,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Guatemala,GTM,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),SSA,Gender equality,5.51.01.07.gender,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sao Tome and Principe,STP,Industrial production index,5.01.01.01.indust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
"Iran, Islamic Rep.",IRN,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tunisia,TUN,National accounts base year,2.01.01.02.nabase,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,50,50,40,40,40,40,40,40,40,30,20,30,30,30,40,40,..
Europe & Central Asia (excluding high income),ECA,Agricultural census,3.01.04.01.agcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,..
Chad,TCD,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,RUS,Child malnutrition,5.51.01.02.malnut,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
Colombia,COL,Special Data Dissemination Standard,5.21.01.01.sdds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Russian Federation,RUS,Gender equality,5.51.01.07.gender,1,1,1,1,0.66667,0.66667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0
Iraq,IRQ,Gender equality,5.51.01.07.gender,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,1,1,0.66667
Pakistan,PAK,Primary completion,5.51.01.08.primcomp,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,0.66667,0.66667,0.33333,0.33333,0,0,0
Tuvalu,TUV,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..
Samoa,WSM,Overall Average,IQ.SCI.OVRL,57.7778,60.0000333333333,56.6667,57.7778,54.4444666666667,53.3333666666667,53.3333333333333,53.3333333333333,51.1111111111111,48.8888888888889,48.8888888888889,53.3333333333333,51.1111111111111,50,52.2222222222222,55.5555555555556,..
"Congo, Rep.",COG,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
Samoa,WSM,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,73.3334,70.0001,70.0001,63.3334,63.3334,60.0001,60,60,53.33333,56.66667,56.66667,60,63.33333,60,66.66667,66.66667,..
Marshall Islands,MHL,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Zimbabwe,ZWE,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,60,60,60,60,60,60,60,60,60,60,60,50,40,40,50,50,50
Dominican Republic,DOM,Consumer price index base year,2.01.03.01.prcpbase,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,External debt reporting status,5.04.01.01.exdebt,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Ethiopia,ETH,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ukraine,UKR,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ecuador,ECU,Industrial production index,5.01.01.01.indust,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Poland,POL,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maldives,MDV,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
South Africa,ZAF,Industrial production index,5.01.01.01.indust,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Palau,PLW,Gender equality,5.51.01.07.gender,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,..
Papua New Guinea,PNG,Overall Average,IQ.SCI.OVRL,52.2221666666667,52.2221666666667,53.3333,43.3333333333333,50,45.5555666666667,46.6666666666667,37.7777777777778,37.7777777777778,37.7777777777778,41.1111111111111,48.8888888888889,44.4444444444444,47.7777777777778,52.2222222222222,48.8888888888889,46.6666666666667
Moldova,MDA,National immunization coverage,5.13.01.01.who,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uganda,UGA,Maternal health,5.51.01.06.matern,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333
Zimbabwe,ZWE,Health survey,5.13.01.01.hlthsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,GIN,Income poverty,5.51.01.01.poverty,0.66667,0.66667,0.66667,0.66667,0.66667,1,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.66667,0.33333,0.33333,0.66667
Botswana,BWA,Poverty survey,5.14.01.01.povsurv,1,1,1,0,0,0,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1
Myanmar,MMR,Overall Average,IQ.SCI.OVRL,74.4444666666667,74.4444666666667,65.5555333333333,64.4444,55.5555333333333,55.5555333333333,46.6666666666667,50,48.8888888888889,51.1111111111111,52.2222222222222,48.8888888888889,57.7777777777778,57.7777777777778,61.1111111111111,62.2222222222222,60
Mexico,MEX,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rwanda,RWA,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
St. Lucia,LCA,Child malnutrition,5.51.01.02.malnut,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,..
Dominica,DMA,Health survey,5.13.01.01.hlthsurv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Jordan,JOR,Government finance accounting,3.02.01.02.fscov,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Uganda,UGA,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Zambia,ZMB,National immunization coverage,5.13.01.01.who,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,SLV,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lebanon,LBN,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,40,40,50,70,70,70,70,70,70,60,40,40,40,40,30,30,20
Maldives,MDV,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Brazil,BRA,Health survey,5.13.01.01.hlthsurv,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1
Kenya,KEN,Health survey,5.13.01.01.hlthsurv,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thailand,THA,Import and export price indexes,5.04.01.02.impexp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
Papua New Guinea,PNG,Import and export price indexes,5.04.01.02.impexp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Romania,ROU,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sri Lanka,LKA,Maternal health,5.51.01.06.matern,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667
Albania,ALB,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thailand,THA,Government finance accounting,3.02.01.02.fscov,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
St. Lucia,LCA,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Kenya,KEN,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40,50,50,60,40,40,40,30,50,50,50,50,50,40,40,40,60
Thailand,THA,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marshall Islands,MHL,Overall Average,IQ.SCI.OVRL,35.5555333333333,32.2222,32.2222,32.2222,28.8889,37.7777666666667,46.6666666666667,53.3333333333333,53.3333333333333,46.6666666666667,41.1111111111111,41.1111111111111,41.1111111111111,36.6666666666667,32.2222222222222,32.2222222222222,..
"Egypt, Arab Rep.",EGY,Primary completion,5.51.01.08.primcomp,0.66667,0.66667,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,0.66667
Maldives,MDV,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Cambodia,KHM,Overall Average,IQ.SCI.OVRL,60,60,60,63.3333333333333,66.6666666666667,76.6666666666667,76.6666666666667,70,67.7777777777778,73.3333333333333,73.3333333333333,74.4444444444444,72.2222222222222,72.2222222222222,71.1111111111111,67.7777777777778,64.4444444444444
"Yemen, Rep.",YEM,National immunization coverage,5.13.01.01.who,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Vanuatu,VUT,Agricultural census,3.01.04.01.agcen,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,..
Trinidad and Tobago,TTO,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Nepal,NPL,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,National accounts base year,2.01.01.02.nabase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,GIN,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uruguay,URY,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,80,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Namibia,NAM,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,WSM,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,..
Latin America & Caribbean (excluding high income),LAC,Industrial production index,5.01.01.01.indust,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Kosovo,XKX,Immunization,5.51.01.04.immun,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..
South Africa,ZAF,Primary completion,5.51.01.08.primcomp,0.66667,0.33333,0.33333,0,0,0,0,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667
Iraq,IRQ,Health survey,5.13.01.01.hlthsurv,0.5,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
Seychelles,SYC,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Indonesia,IDN,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,86.6667,96.6667,96.6667,100,100,93.3334,100,100,100,100,100,100,100,100,96.66667,93.33333,90
Nepal,NPL,Poverty survey,5.14.01.01.povsurv,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1
Namibia,NAM,Overall Average,IQ.SCI.OVRL,51.1111333333333,50.0000333333333,53.3333666666667,56.6666666666667,58.8889333333333,47.7778,48.8888888888889,54.4444444444444,56.6666666666667,57.7777777777778,52.2222222222222,50,56.6666666666667,58.8888888888889,56.6666666666667,58.8888888888889,58.8888888888889
Mauritius,MUS,Overall Average,IQ.SCI.OVRL,85.5555666666667,85.5555666666667,82.2222333333333,85.5555666666667,91.1111333333333,93.3333666666667,85.5555555555555,75.5555555555556,80,73.3333333333333,70,70,71.1111111111111,67.7777777777778,67.7777777777778,67.7777777777778,70
Uzbekistan,UZB,Primary completion,5.51.01.08.primcomp,1,1,1,1,0.33333,0.66667,0.66667,1,1,1,1,1,1,1,1,1,0.66667
Nicaragua,NIC,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,SAS,Overall Average,IQ.SCI.OVRL,69.8148333333333,69.0740833333333,70.5555666666667,74.0740833333333,72.5926,71.1111222222222,72.4074074074074,66.6666666666667,67.9629633333333,68.5185183333333,70,69.0740744444444,69.8148144444444,71.1111111111111,70.3703705555556,68.8888888888889,65.7407411111111
IBRD only,IBD,Agricultural census,3.01.04.01.agcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Primary completion,5.51.01.08.primcomp,0.66667,0.66667,0.66667,0.66667,0.66667,0,0.66667,0.66667,1,1,1,1,1,1,1,1,0.66667
Azerbaijan,AZE,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tonga,TON,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,0.66667,1,1,1,1,1,1,1,1,1,1,1,..
Benin,BEN,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333
Kazakhstan,KAZ,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vanuatu,VUT,Poverty survey,5.14.01.01.povsurv,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,..
Malaysia,MYS,Poverty survey,5.14.01.01.povsurv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),ECA,Population census,3.11.01.01.popcen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,National immunization coverage,5.13.01.01.who,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Solomon Islands,SLB,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,66.6667,66.6667,73.3334,66.6666,66.6666,56.6666,60,50,56.66667,56.66667,50,50,50,53.33333,53.33333,53.33333,..
Palau,PLW,Child malnutrition,5.51.01.02.malnut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Paraguay,PRY,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,0.66667,0.66667,0.66667,0.66667
Zambia,ZMB,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,30,30,30,30,30,30,30,30,30,30,30,40,40,40,20,20,20
Papua New Guinea,PNG,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,Industrial production index,5.01.01.01.indust,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
